"PR"	"URL"	"HTTP status code"	"Content type"	"Is indexable page"	"Title"	"Title length"	"Meta description"	"Meta description length"	"H1"	"H1 length"	"Meta robots"	"Robots information in HTTP headers"	"Canonical URL"	"Canonical URL code"	"Size (bytes)"	"No. of content words"	"Depth"	"No. of href inlinks"	"No. of inlinks dofollow"	"No. of internal outlinks"	"No. of external outlinks"	"Loading time (ms)"	"Organic traffic"	"No. of backlinks"	"No. of dofollow backlinks"	"No. of nofollow backlinks"	"No. of referring domains"	"No. of referring pages"
"20"	"https://cindemirlaw.com/%D0%B7%D0%B0%D0%B4%D0%B5%D1%80%D0%B6%D0%B0%D0%BD%D0%B8%D0%B5-%D0%B2-%D0%B0%D1%8D%D1%80%D0%BE%D0%BF%D0%BE%D1%80%D1%82%D1%83-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8-%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D0%B2/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Задержание в аэропорту Турции: правовые риски для иностранных граждан и порядок действий - Cindemir Law Office"	"110"	"Задержание в аэропорту Турции: отказ во въезде, запрет на въезд, таможенные вопросы, лекарства, наличные деньги и правовая помощь."	"130"	"Задержание в аэропорту Турции: правовые риски для иностранных граждан и порядок действий"	"88"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%B7%D0%B0%D0%B4%D0%B5%D1%80%D0%B6%D0%B0%D0%BD%D0%B8%D0%B5-%D0%B2-%D0%B0%D1%8D%D1%80%D0%BE%D0%BF%D0%BE%D1%80%D1%82%D1%83-%D1%82%D1%83%D1%80%D1%86%D0%B8%D0%B8-%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D0%B2/?lang=ru"	"200"	"184731"	"1912"	"1"	"0"	"0"	"17"	"2"	"800"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/intentional-injury-resulting-in-death-under-turkish-criminal-law/"	"200"	"text/html; charset=utf-8"	"true"	"Intentional Injury Resulting in Death under Turkish Criminal Law"	"64"	"Explains Intentional Injury Resulting in Death under Turkish Criminal Law, including liability, evidence and compensation issues under Turkish law."	"147"	"Intentional Injury Resulting in Death under Turkish Criminal Law"	"64"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/intentional-injury-resulting-in-death-under-turkish-criminal-law/"	"200"	"162189"	"1091"	"0"	"3"	"3"	"22"	"4"	"758"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/onas/"	"200"	"text/html; charset=utf-8"	"true"	"О нас - Cindemir Law Office"	"27"	"Cindemir Law Office – ведущая юридическая фирма в Турции, предоставляющая экспертные правовые услуги для бизнеса и частных лиц. Мы специализируемся на международном праве, корпоративных вопросах, коммерческих сделках, недвижимости и инвестициях. Наша команда предлагает решения на английском, турецком, французском и других языках, обеспечивая надежную юридическую поддержку в Турции. Обратитесь к нам за профессиональным сопровождением!"	"437"	""	""	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/onas/"	"200"	"154416"	"364"	"0"	"1"	"1"	"12"	"4"	"737"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/stati/"	"200"	"text/html; charset=utf-8"	"true"	"Статьи - Cindemir Law Office"	"28"	"Ознакомьтесь с нашими статьями, посвященными различным аспектам турецкого законодательства. Мы освещаем темы от корпоративного права до вопросов недвижимости, предоставляя актуальную информацию и профессиональные советы. Наши материалы помогут вам лучше понять правовую систему Турции и принять обоснованные решения."	"316"	""	""	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/stati/"	"200"	"152456"	"116"	"0"	"1"	"1"	"11"	"4"	"768"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/assistance-for-foreign-families-supporting-inmates-in-turkish-prisons/"	"200"	"text/html; charset=utf-8"	"true"	"Foreign Inmates in Turkish Prisons | Cindemir Law Office"	"56"	"Explains Foreign Inmates in Turkish Prisons, including procedure, risk assessment and rights of foreign nationals under Turkish law."	"132"	"Assistance for Foreign Families Supporting Inmates in Turkish Prisons"	"69"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/assistance-for-foreign-families-supporting-inmates-in-turkish-prisons/"	"200"	"161361"	"677"	"0"	"3"	"3"	"27"	"5"	"797"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/enforcement-of-a-foreign-ukraine-judgment-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Enforcement of Ukrainian Judgments in Turkey"	"44"	"Explaining about enforcement of ukrainian judgments given by Ukrainian decrees in Turkey. It refers to the procedure of enforcement of Ukrainian court decrees."	"159"	"Enforcement of a foreign (Ukraine) Judgment in Turkey"	"53"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/enforcement-of-a-foreign-ukraine-judgment-in-turkey/"	"200"	"164508"	"723"	"0"	"8"	"8"	"31"	"4"	"771"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D0%BA%D0%B0%D0%BA-%D0%BF%D0%BE%D0%BB%D1%83%D1%87%D0%B8%D1%82%D1%8C-%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%BA%D1%83-%D0%BE-%D0%BD%D0%B0%D0%BB%D0%B8%D1%87%D0%B8%D0%B8-%D1%81%D1%83%D0%B4%D0%B8%D0%BC%D0%BE/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Как получить справку о наличии судимости в Турции - Cindemir Law Office"	"71"	"Узнайте, как иностранцу получить официальную справку о судимости в Турции с апостилем и переводом. Юридическая помощь на русском языке."	"135"	"Как получить справку о наличии судимости в Турции"	"49"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%BA%D0%B0%D0%BA-%D0%BF%D0%BE%D0%BB%D1%83%D1%87%D0%B8%D1%82%D1%8C-%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%BA%D1%83-%D0%BE-%D0%BD%D0%B0%D0%BB%D0%B8%D1%87%D0%B8%D0%B8-%D1%81%D1%83%D0%B4%D0%B8%D0%BC%D0%BE/?lang=ru"	"200"	"161683"	"482"	"1"	"0"	"0"	"14"	"4"	"782"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/tourism-law-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Tourism Law in Turkey - Cindemir Law Office"	"43"	"Tourism law in Turkey: legal guidance for hotels, travel agencies, package tours, short-term rentals and foreign tourism investors."	"131"	"Tourism Law in Turkey"	"21"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/tourism-law-in-turkey/"	"200"	"166232"	"1419"	"0"	"3"	"3"	"30"	"4"	"804"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/eu-legal-representative-services-for-ai-companies-outside-the-european-union/"	"200"	"text/html; charset=utf-8"	"true"	"EU Legal Representative for AI Companies in Turkey | Turkish Law"	"64"	"Explains EU Legal Representative for AI Companies in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"141"	"EU Legal Representative Services for AI Companies Outside the European Union"	"76"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/eu-legal-representative-services-for-ai-companies-outside-the-european-union/"	"200"	"160667"	"494"	"0"	"8"	"8"	"29"	"4"	"773"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/team/?lang=zh-hans"	"200"	"text/html; charset=utf-8"	"true"	"Attorneys at Law , Turkey , Istanbul"	"36"	"Attorney at Law, Gökhan Cindemir, Hakan Cindemir and accountant Taner Cevik are members of our law office."	"106"	"我們的法律團隊"	"7"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/team/?lang=zh-hans"	"200"	"159532"	"131"	"1"	"0"	"0"	"8"	"2"	"749"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/legal-visits-in-prison-lawyer-services-for-detainees-and-convicts-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Legal Visits in Prison in Turkey | Legal Overview"	"49"	"Explains Legal Visits in Prison in Turkey, including procedure, risk assessment and rights of foreign nationals under Turkish law."	"130"	"Legal Visits in Prison – Lawyer Services for Detainees and Convicts in Turkey"	"77"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/legal-visits-in-prison-lawyer-services-for-detainees-and-convicts-in-turkey/"	"200"	"163378"	"845"	"0"	"4"	"4"	"33"	"4"	"808"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/banking-finance/"	"200"	"text/html; charset=utf-8"	"true"	"Banking & Finance in Turkey | Cindemir Law Office"	"49"	"Explains Banking & Finance in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"118"	"Banking & Finance"	"17"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/banking-finance/"	"200"	"155842"	"225"	"0"	"3"	"3"	"17"	"4"	"807"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/legal-affidavit-preparation-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Legal Affidavit Preparation in Turkey | Cindemir Law Office"	"59"	"Explains Legal Affidavit Preparation in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"128"	"Legal Affidavit Preparation in Turkey"	"37"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/legal-affidavit-preparation-in-turkey/"	"200"	"158980"	"494"	"0"	"3"	"3"	"22"	"4"	"749"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/establishing-a-branch-in-turkey-2/"	"200"	"text/html; charset=utf-8"	"true"	"Establishing a Branch in Turkey | Cindemir Law Office"	"53"	"Explains Establishing a Branch in Turkey, including procedures, documents, risks and key legal points for foreign clients."	"122"	"Establishing a Branch in Turkey"	"31"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/establishing-a-branch-in-turkey-2/"	"200"	"158399"	"610"	"0"	"3"	"3"	"20"	"5"	"785"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/criminal-law/"	"200"	"text/html; charset=utf-8"	"true"	"Criminal Law in Turkey | Cindemir Law Office"	"44"	"Explains Criminal Law in Turkey, including procedure, risk assessment and rights of foreign nationals under Turkish law."	"120"	"Criminal Law"	"12"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/criminal-law/"	"200"	"155748"	"207"	"0"	"3"	"3"	"17"	"4"	"758"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdbefde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/"	"200"	"text/html; charset=utf-8"	"true"	"Обучение | Cindemir"	"19"	"Обзор темы «Обучение» в Турции: процедуры, документы, риски и практические вопросы для иностранных клиентов."	"108"	"Обучение"	"8"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdbefde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/"	"200"	"157507"	"295"	"0"	"3"	"3"	"14"	"4"	"786"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd83fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf-2/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Услуги по депонированию / Соглашение Эскроу - Cindemir Law Office"	"65"	"Наша юридическая фирма предоставляет решение юридических вопросов в Турции, связанных с энергетикой и инвестициями."	"115"	"Услуги по депонированию / Соглашение Эскроу"	"43"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd1fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfd83fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf-2/?lang=ru"	"200"	"164039"	"327"	"1"	"0"	"0"	"20"	"2"	"846"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/crypto-market-manipulation-and-its-legal-implications-under-turkish-law/"	"200"	"text/html; charset=utf-8"	"true"	"Crypto Market Manipulation in Turkey | Cindemir Law Office"	"58"	"Explains Crypto Market Manipulation in Turkey, focusing on crypto regulation, compliance risks and practical points for foreign clients."	"136"	"Crypto Market Manipulation and Its Legal Implications Under Turkish Law"	"71"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/crypto-market-manipulation-and-its-legal-implications-under-turkish-law/"	"200"	"170098"	"1289"	"0"	"14"	"14"	"32"	"4"	"754"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/enforcement-of-us-judgments-in-turkey/"	"200"	"text/html; charset=utf-8"	"true"	"Enforcement of US Judgments in Turkey | Cindemir Law Office"	"59"	"Explains Enforcement of US Judgments in Turkey, including enforcement steps, documents and practical risks for creditors."	"121"	"Enforcement of US Judgments in Turkey"	"37"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/enforcement-of-us-judgments-in-turkey/"	"200"	"167118"	"1207"	"0"	"22"	"22"	"33"	"4"	"791"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Методы взыскания задолженности в Турции - Cindemir Law Office"	"61"	"В статье описываются два отдельных способа взыскания задолженности в Турции, а также важные аспекты."	"100"	"Методы взыскания задолженности в Турции"	"39"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1/?lang=ru"	"200"	"167633"	"973"	"1"	"0"	"0"	"17"	"2"	"784"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/%D0%B3%D1%83%D0%BC%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D1%8B%D0%B9-%D0%B2%D0%B8%D0%B4-%D0%BD%D0%B0-%D0%B6%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE-%D0%B2-%D1%82%D1%83%D1%80%D1%86/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Гуманитарный Вид на Жительство в Турции Синдемир юридическа"	"59"	"эта статья написана, чтобы объяснить, как получить гуманистическую визу в Турции"	"80"	"Гуманитарный Вид на Жительство в Турции"	"39"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/%D0%B3%D1%83%D0%BC%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D1%8B%D0%B9-%D0%B2%D0%B8%D0%B4-%D0%BD%D0%B0-%D0%B6%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE-%D0%B2-%D1%82%D1%83%D1%80%D1%86/?lang=ru"	"200"	"161994"	"604"	"1"	"0"	"0"	"12"	"2"	"791"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb7fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"text/html; charset=utf-8"	"true"	"Законодательство об энергетике и инвестициях - Cindemir Law Office"	"66"	"Наша юридическая фирма предоставляет решение юридических вопросов в Турции, связанных с энергетикой и инвестициями."	"115"	"Законодательство об энергетике и инвестициях"	"44"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdd0fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bfdb7fde1068e3bda46a37dd24126f9ec4b09df0c999365011ec71028e1a7d4c45bf/?lang=ru"	"200"	"164011"	"314"	"1"	"0"	"0"	"20"	"2"	"835"	"0"	"0"	"0"	"0"	"0"	"0"
"20"	"https://cindemirlaw.com/gokhan-cindemir-attorney-at-law-2/"	"200"	"text/html; charset=utf-8"	"true"	"土耳其Cenker Değirmenci, Legal Advisor,General Coordinator | Cindemir"	"66"	"Cenker Değirmenci, Legal Advisor,General Coordinator简介：了解其在 Cindemir Law Office 的专业背景和业务领域。"	"91"	"Cenker Değirmenci , Legal Advisor,General Coordinator"	"53"	"follow
index
max-image-preview:large
max-snippet:-1
max-video-preview:-1"	""	"https://cindemirlaw.com/gokhan-cindemir-attorney-at-law-2/"	"200"	"156998"	"203"	"0"	"3"	"3"	"14"	"4"	"749"	"0"	"0"	"0"	"0"	"0"	"0"
